date,total_visits,total_revenue,year,month,day_of_week,day_of_year,is_weekend,lag_1,lag_3,lag_7,lag_14,lag_30,rolling_mean_7,rolling_std_7,rolling_sum_7,rolling_mean_14,rolling_std_14,rolling_sum_14,rolling_mean_30,rolling_std_30,rolling_sum_30
2020-12-21,21,51825.96,2020,12,0,356,0,3.0,21.0,28.0,21.0,6.0,15.142857142857142,7.312741652498762,106.0,16.142857142857142,6.91550257206055,226.0,16.033333333333335,5.845619245881151,481.0
2020-12-22,20,35875.84,2020,12,1,357,0,21.0,7.0,15.0,21.0,10.0,15.857142857142858,7.537209285241031,111.0,16.071428571428573,6.866465731972447,225.0,16.366666666666667,5.774398510747209,491.0
2020-12-23,22,45562.63,2020,12,2,358,0,20.0,3.0,20.0,18.0,14.0,16.142857142857142,7.755182598937108,113.0,16.357142857142858,7.0340615563145485,229.0,16.633333333333333,5.845619245881153,499.0
2020-12-24,22,45622.45,2020,12,3,359,0,22.0,21.0,19.0,15.0,22.0,16.571428571428573,8.017837257372715,116.0,16.857142857142858,7.177498416334468,236.0,16.633333333333333,5.845619245881153,499.0
2020-12-25,26,66209.05,2020,12,4,360,0,22.0,20.0,21.0,20.0,16.0,17.285714285714285,8.673989580239011,121.0,17.285714285714285,7.549106635159639,242.0,16.966666666666665,6.088334426750397,509.0
2020-12-26,4,8320.96,2020,12,5,361,1,26.0,22.0,7.0,7.0,18.0,16.857142857142858,9.317162862670349,118.0,17.071428571428573,7.8980453834554,239.0,16.5,6.527131703578695,495.0
2020-12-27,8,15925.26,2020,12,6,362,1,4.0,22.0,3.0,11.0,16.0,17.571428571428573,8.202786982831748,123.0,16.857142857142858,8.113209958097725,236.0,16.233333333333334,6.709146270440149,487.0
2020-12-28,11,25332.670000000002,2020,12,0,363,0,8.0,26.0,21.0,28.0,7.0,16.142857142857142,8.375133261199903,113.0,15.642857142857142,7.5712730649591595,219.0,16.366666666666667,6.557350880859792,491.0
2020-12-29,17,42584.01,2020,12,1,364,0,11.0,4.0,20.0,15.0,12.0,15.714285714285714,8.220184217609019,110.0,15.785714285714286,7.577076475269875,221.0,16.533333333333335,6.505877095489066,496.0
2020-12-30,22,58233.159999999996,2020,12,2,365,0,17.0,8.0,22.0,20.0,19.0,15.714285714285714,8.220184217609019,110.0,15.928571428571429,7.68078807769787,223.0,16.633333333333333,6.567859743416835,499.0
2020-12-31,18,41932.84,2020,12,3,366,0,22.0,11.0,22.0,19.0,18.0,15.142857142857142,7.840675383931561,106.0,15.857142857142858,7.65463301493983,222.0,16.633333333333333,6.567859743416835,499.0
2021-01-01,12,25986.66,2021,1,4,1,0,18.0,17.0,26.0,21.0,23.0,13.142857142857142,6.229729031789731,92.0,15.214285714285714,7.56691758632549,213.0,16.266666666666666,6.506937058636538,488.0
2021-01-02,7,15581.52,2021,1,5,2,1,12.0,22.0,4.0,7.0,20.0,13.571428571428571,5.563486402641865,95.0,15.214285714285714,7.56691758632549,213.0,15.833333333333334,6.680302147478752,475.0
2021-01-03,3,8544.35,2021,1,6,3,1,7.0,18.0,8.0,3.0,18.0,12.857142857142858,6.618876325292975,90.0,15.214285714285714,7.56691758632549,213.0,15.333333333333334,7.062935471265782,460.0
2021-01-04,7,17731.03,2021,1,0,4,0,3.0,12.0,11.0,21.0,7.0,12.285714285714286,6.9693205243717005,86.0,14.214285714285714,7.66790084030196,199.0,15.333333333333334,7.062935471265782,460.0
2021-01-05,11,30568.04,2021,1,1,5,0,7.0,7.0,17.0,20.0,14.0,11.428571428571429,6.654751256486933,80.0,13.571428571428571,7.521398046336118,190.0,15.233333333333333,7.103584978039603,457.0
2021-01-06,13,23605.07,2021,1,2,6,0,11.0,3.0,22.0,22.0,21.0,10.142857142857142,4.913538149119977,71.0,12.928571428571429,7.119467198239864,181.0,14.966666666666667,7.029412754858043,449.0
2021-01-07,10,23200.45,2021,1,3,7,0,13.0,7.0,18.0,22.0,21.0,9.0,3.5118845842842923,63.0,12.071428571428571,6.65020862268808,169.0,14.6,6.990634128406478,438.0
2021-01-08,9,20242.68,2021,1,4,8,0,10.0,11.0,12.0,26.0,18.0,8.571428571428571,3.2586880211287452,60.0,10.857142857142858,5.3328754382191015,152.0,14.3,7.032682325375943,429.0
2021-01-09,10,20017.57,2021,1,5,9,1,9.0,13.0,7.0,4.0,15.0,9.0,3.2145502536643686,63.0,11.285714285714286,4.968029657854191,158.0,14.133333333333333,7.074643080229821,424.0
2021-01-10,9,20548.36,2021,1,6,10,1,10.0,10.0,3.0,8.0,20.0,9.857142857142858,1.8644544714716764,69.0,11.357142857142858,4.924149951743234,159.0,13.766666666666667,7.045092854841116,413.0
2021-01-11,25,46880.78,2021,1,0,11,0,9.0,9.0,7.0,11.0,7.0,12.428571428571429,5.71130874835599,87.0,12.357142857142858,6.121929595970714,173.0,14.366666666666667,7.213413431471494,431.0
2021-01-12,15,26861.62,2021,1,1,12,0,25.0,10.0,11.0,17.0,11.0,13.0,5.7445626465380295,91.0,12.214285714285714,6.027865694851288,171.0,14.5,7.185953731724327,435.0
2021-01-13,15,38269.46,2021,1,2,13,0,15.0,9.0,13.0,22.0,28.0,13.285714285714286,5.794085654478069,93.0,11.714285714285714,5.412642912358384,164.0,14.066666666666666,6.720700565562644,422.0
2021-01-14,14,41449.770000000004,2021,1,3,14,0,15.0,25.0,10.0,18.0,15.0,13.857142857142858,5.610364558225286,97.0,11.428571428571429,5.154748157905362,160.0,14.033333333333333,6.718391296225266,421.0
2021-01-15,15,30568.44,2021,1,4,15,0,14.0,15.0,9.0,12.0,20.0,14.714285714285714,5.186980037050632,103.0,11.642857142857142,5.241948299823467,163.0,13.866666666666667,6.626661578665454,416.0
2021-01-16,7,13288.119999999999,2021,1,5,16,1,15.0,15.0,10.0,7.0,19.0,14.285714285714286,5.736267244886854,100.0,11.642857142857142,5.241948299823467,163.0,13.466666666666667,6.6681607521183786,404.0
2021-01-17,6,15418.869999999999,2021,1,6,17,1,7.0,14.0,9.0,3.0,21.0,13.857142857142858,6.283008075451632,97.0,11.857142857142858,4.912419783759151,166.0,12.966666666666667,6.646146580373929,389.0
2021-01-18,16,44650.26,2021,1,0,18,0,6.0,15.0,25.0,7.0,7.0,12.571428571428571,4.19750492781696,88.0,12.5,4.81583925108676,175.0,13.266666666666667,6.570221921058224,398.0
2021-01-19,19,36469.68,2021,1,1,19,0,16.0,7.0,15.0,11.0,3.0,13.142857142857142,4.810702354423639,92.0,13.071428571428571,5.0909313899897155,183.0,13.8,6.353929004411636,414.0
2021-01-20,15,39355.770000000004,2021,1,2,20,0,19.0,6.0,15.0,13.0,21.0,13.142857142857142,4.810702354423639,92.0,13.214285714285714,5.116768382614058,185.0,13.6,6.2123347823725545,408.0
2021-01-21,25,72338.29,2021,1,3,21,0,15.0,16.0,14.0,10.0,20.0,14.714285714285714,6.600865744084517,103.0,14.285714285714286,5.902132227861814,200.0,13.766666666666667,6.452389738177114,413.0
2021-01-22,17,35045.71,2021,1,4,22,0,25.0,19.0,15.0,9.0,22.0,15.0,6.658328118479383,105.0,14.857142857142858,5.735947951393835,208.0,13.6,6.29504457544953,408.0
2021-01-23,9,23367.7,2021,1,5,23,1,17.0,15.0,7.0,10.0,22.0,15.285714285714286,6.290582530372558,107.0,14.785714285714286,5.806873532270223,207.0,13.166666666666666,6.14246571479819,395.0
2021-01-24,11,25521.31,2021,1,6,24,1,9.0,25.0,6.0,9.0,26.0,16.0,5.259911279353147,112.0,14.928571428571429,5.67673098933488,209.0,12.666666666666666,5.6527889566572105,380.0
2021-01-25,15,19332.98,2021,1,0,25,0,11.0,17.0,16.0,25.0,4.0,15.857142857142858,5.273473599964601,111.0,14.214285714285714,4.886064507722611,199.0,13.033333333333333,5.42334248210095,391.0
2021-01-26,14,37024.62,2021,1,1,26,0,15.0,9.0,19.0,15.0,8.0,15.142857142857142,5.113008619478065,106.0,14.142857142857142,4.8810015185590805,198.0,13.233333333333333,5.341337384725969,397.0
2021-01-27,25,46286.62,2021,1,2,27,0,14.0,11.0,15.0,15.0,11.0,16.571428571428573,6.320789582985713,116.0,14.857142857142858,5.682051943243262,208.0,13.7,5.736453307726311,411.0
2021-01-28,21,54528.270000000004,2021,1,3,28,0,25.0,15.0,25.0,14.0,17.0,16.0,5.567764362830003,112.0,15.357142857142858,5.904459108388982,215.0,13.833333333333334,5.860936334123045,415.0
2021-01-29,18,39979.51,2021,1,4,29,0,21.0,14.0,17.0,15.0,22.0,16.142857142857142,5.610364558225272,113.0,15.571428571428571,5.944801034572948,218.0,13.7,5.712358049243641,411.0
2021-01-30,7,19302.88,2021,1,5,30,1,18.0,25.0,9.0,7.0,18.0,15.857142857142858,6.067085281214004,111.0,15.571428571428571,5.944801034572949,218.0,13.333333333333334,5.779472194809376,400.0
2021-01-31,9,18548.98,2021,1,6,31,1,7.0,21.0,11.0,6.0,12.0,15.571428571428571,6.373307431706667,109.0,15.785714285714286,5.61835688310509,221.0,13.233333333333333,5.829078908330219,397.0
2021-02-01,17,47104.37,2021,2,0,32,0,9.0,18.0,15.0,16.0,7.0,15.857142857142858,6.38823323067682,111.0,15.857142857142858,5.627639795716313,222.0,13.566666666666666,5.745663032075664,407.0
2021-02-02,33,56246.41,2021,2,1,33,0,17.0,7.0,14.0,19.0,3.0,18.571428571428573,8.978811035936063,130.0,16.857142857142858,7.241516446129273,236.0,14.566666666666666,6.414871371480779,437.0
2021-02-03,24,55457.33,2021,2,2,34,0,33.0,9.0,25.0,15.0,7.0,18.428571428571427,8.866738273967899,129.0,17.5,7.460150544985433,245.0,15.133333333333333,6.473997503719085,454.0
2021-02-04,10,16133.3,2021,2,3,35,0,24.0,17.0,21.0,25.0,11.0,16.857142857142858,9.299257522845046,118.0,16.428571428571427,7.376827395132864,230.0,15.1,6.49854095030251,453.0
2021-02-05,15,37943.49,2021,2,4,36,0,10.0,33.0,18.0,17.0,13.0,16.428571428571427,9.306935457982256,115.0,16.285714285714285,7.384271970036912,228.0,15.166666666666666,6.486502342840723,455.0
2021-02-06,9,23082.48,2021,2,5,37,1,15.0,24.0,7.0,9.0,10.0,16.714285714285715,8.994707438530819,117.0,16.285714285714285,7.384271970036912,228.0,15.133333333333333,6.516468968397838,454.0
2021-02-07,6,12525.1,2021,2,6,38,1,9.0,10.0,9.0,11.0,9.0,16.285714285714285,9.48181216354562,114.0,15.928571428571429,7.770400303660113,223.0,15.033333333333333,6.635761699558941,451.0
2021-02-08,20,45475.4,2021,2,0,39,0,6.0,15.0,17.0,15.0,10.0,16.714285714285715,9.586697132211993,117.0,16.285714285714285,7.839040084764827,228.0,15.366666666666667,6.625360541046095,461.0
2021-02-09,11,22390.02,2021,2,1,40,0,20.0,9.0,33.0,14.0,9.0,13.571428571428571,6.451282633635541,95.0,16.071428571428573,7.946593713557522,225.0,15.433333333333334,6.568909705015264,463.0
2021-02-10,21,54594.96,2021,2,2,41,0,11.0,6.0,24.0,25.0,25.0,13.142857142857142,5.6987885095158965,92.0,15.785714285714286,7.667900840301964,221.0,15.3,6.406623727534413,459.0
2021-02-11,16,28452.35,2021,2,3,42,0,21.0,20.0,10.0,21.0,15.0,14.0,5.597618541248878,98.0,15.428571428571429,7.521398046336123,216.0,15.333333333333334,6.407610417649302,460.0
2021-02-12,22,46439.02,2021,2,4,43,0,16.0,11.0,15.0,18.0,15.0,15.0,6.377042156569651,105.0,15.714285714285714,7.700435266704316,220.0,15.566666666666666,6.521494081686444,467.0
2021-02-13,5,21709.6,2021,2,5,44,1,22.0,21.0,9.0,7.0,14.0,14.428571428571429,7.138093649734558,101.0,15.571428571428571,7.890737371357416,218.0,15.266666666666667,6.797227291372178,458.0
2021-02-14,10,15245.61,2021,2,6,45,1,5.0,16.0,6.0,9.0,15.0,15.0,6.480740698407849,105.0,15.642857142857142,7.8309754069449165,219.0,15.1,6.864953474488854,453.0
2021-02-15,30,66049.94,2021,2,0,46,0,10.0,22.0,20.0,17.0,7.0,16.428571428571427,8.541216596737302,115.0,16.571428571428573,8.724098240499726,232.0,15.866666666666667,7.20504293381802,476.0
2021-02-16,20,34276.04,2021,2,1,47,0,30.0,5.0,11.0,33.0,6.0,17.714285714285715,8.260635280539562,124.0,15.642857142857142,7.438022305974627,219.0,16.333333333333332,6.994250512376943,490.0
2021-02-17,25,48343.770000000004,2021,2,2,48,0,20.0,10.0,21.0,24.0,16.0,18.285714285714285,8.654753717163855,128.0,15.714285714285714,7.528699667360823,220.0,16.633333333333333,7.170261060670036,499.0
2021-02-18,19,56939.94,2021,2,3,49,0,25.0,30.0,16.0,10.0,19.0,18.714285714285715,8.596787882968936,131.0,16.357142857142858,7.386131941344221,229.0,16.633333333333333,7.170261060670036,499.0
2021-02-19,24,38239.52,2021,2,4,50,0,19.0,20.0,22.0,15.0,15.0,19.0,8.755950357709109,133.0,17.0,7.646014547562591,238.0,16.933333333333334,7.28689581198419,508.0
2021-02-20,5,10272.61,2021,2,5,51,1,24.0,25.0,5.0,9.0,25.0,19.0,8.755950357709109,133.0,16.714285714285715,8.032899384871742,234.0,16.266666666666666,7.436783385741234,488.0
2021-02-21,6,21684.37,2021,2,6,52,1,5.0,19.0,10.0,6.0,17.0,18.428571428571427,9.536895771286408,129.0,16.714285714285715,8.032899384871742,234.0,15.9,7.6669914973664675,477.0
2021-02-22,20,38386.83,2021,2,0,53,0,6.0,24.0,30.0,20.0,9.0,17.0,8.164965809277241,119.0,16.714285714285715,8.032899384871742,234.0,16.266666666666666,7.588254687041174,488.0
2021-02-23,11,20442.67,2021,2,1,54,0,20.0,5.0,20.0,11.0,11.0,15.714285714285714,8.320943169983495,110.0,16.714285714285715,8.032899384871742,234.0,16.266666666666666,7.588254687041174,488.0
2021-02-24,20,42142.62,2021,2,2,55,0,11.0,6.0,25.0,21.0,15.0,15.0,7.571877794400351,105.0,16.642857142857142,7.99622163522002,233.0,16.433333333333334,7.614339164992605,493.0
2021-02-25,20,47129.28,2021,2,3,56,0,20.0,20.0,19.0,16.0,14.0,15.142857142857142,7.668736780560641,106.0,16.928571428571427,8.042811273852786,237.0,16.633333333333333,7.627008874245273,499.0
2021-02-26,20,48631.5,2021,2,4,57,0,20.0,11.0,24.0,22.0,25.0,14.571428571428571,7.0203785001746235,102.0,16.785714285714285,7.9631707197628385,235.0,16.466666666666665,7.491297633246533,494.0
2021-02-27,8,23419.12,2021,2,5,58,1,20.0,20.0,5.0,5.0,21.0,15.0,6.4031242374328325,105.0,17.0,7.656068482934627,238.0,16.033333333333335,7.595294974332892,481.0
2021-02-28,7,29037.260000000002,2021,2,6,59,1,8.0,20.0,6.0,10.0,18.0,15.142857142857142,6.175990377490636,106.0,16.785714285714285,7.904999113789405,235.0,15.666666666666666,7.760791522613612,470.0
2021-03-01,16,34490.18,2021,3,0,60,0,7.0,20.0,20.0,30.0,7.0,14.571428571428571,5.8268671644701815,102.0,15.785714285714286,6.930185605557241,221.0,15.966666666666667,7.586209508881476,479.0
2021-03-02,15,41531.72,2021,3,1,61,0,16.0,8.0,11.0,20.0,9.0,15.142857142857142,5.610364558225273,106.0,15.428571428571429,6.824326235712125,216.0,16.166666666666668,7.47447764676262,485.0
2021-03-03,15,43000.19,2021,3,2,62,0,15.0,7.0,20.0,25.0,17.0,14.428571428571429,5.191568255583353,101.0,14.714285714285714,6.244118111391809,206.0,16.1,7.475707785658276,483.0
2021-03-04,26,48536.16,2021,3,3,63,0,15.0,16.0,20.0,19.0,33.0,15.285714285714286,6.5755680544037425,107.0,15.214285714285714,6.863264209135172,213.0,15.866666666666667,7.025732669282965,476.0
2021-03-05,17,43083.79,2021,3,4,64,0,26.0,15.0,20.0,24.0,24.0,14.857142857142858,6.309478885734036,104.0,14.714285714285714,6.414269805898203,206.0,15.633333333333333,6.860598814385963,469.0
2021-03-06,10,19972.05,2021,3,5,65,1,17.0,15.0,8.0,5.0,10.0,15.142857142857142,5.984105932344748,106.0,15.071428571428571,5.954497792093317,211.0,15.633333333333333,6.860598814385963,469.0
2021-03-07,8,14139.57,2021,3,6,66,1,10.0,26.0,7.0,6.0,15.0,15.285714285714286,5.765248931147294,107.0,15.214285714285714,5.740256915029996,213.0,15.4,7.000492593505416,462.0
2021-03-08,13,42967.64,2021,3,0,67,0,8.0,17.0,16.0,20.0,9.0,14.857142857142858,5.814595756329378,104.0,14.714285714285714,5.594345654024563,206.0,15.533333333333333,6.911925393381949,466.0
2021-03-09,21,59613.22,2021,3,1,68,0,13.0,10.0,15.0,11.0,6.0,15.714285714285714,6.264031867582969,110.0,15.428571428571429,5.720600905960401,216.0,16.033333333333335,6.738890389237755,481.0
2021-03-10,17,29622.88,2021,3,2,69,0,21.0,8.0,15.0,20.0,20.0,16.0,6.2716292407422385,112.0,15.214285714285714,5.590907060418908,213.0,15.933333333333334,6.700145821024238,478.0
2021-03-11,20,41528.24,2021,3,3,70,0,17.0,13.0,26.0,20.0,11.0,15.142857142857142,4.947341758580081,106.0,15.214285714285714,5.590907060418908,213.0,16.233333333333334,6.673071635871394,487.0
2021-03-12,22,48762.87,2021,3,4,71,0,20.0,21.0,17.0,20.0,21.0,15.857142857142858,5.580578567035579,111.0,15.357142857142858,5.745997173379374,215.0,16.266666666666666,6.700145821024238,488.0
2021-03-13,5,14825.08,2021,3,5,72,1,22.0,17.0,10.0,8.0,16.0,15.142857142857142,6.6690471940293135,106.0,15.142857142857142,6.087277310501411,212.0,15.9,7.009107375900059,477.0
2021-03-14,4,5679.82,2021,3,6,73,1,5.0,20.0,8.0,7.0,22.0,14.571428571428571,7.50238057457192,102.0,14.928571428571429,6.438636808831834,209.0,15.3,7.23568741819277,459.0
2021-03-15,23,48858.36,2021,3,0,74,0,4.0,22.0,13.0,16.0,5.0,16.0,8.082903768654743,112.0,15.428571428571429,6.790426357003686,216.0,15.9,7.097109659378347,477.0
2021-03-16,23,44124.7,2021,3,1,75,0,23.0,5.0,21.0,15.0,10.0,16.285714285714285,8.320943169983494,114.0,16.0,7.081938022451652,224.0,16.333333333333332,7.121281041930658,490.0
2021-03-17,25,46711.33,2021,3,2,76,0,23.0,4.0,17.0,15.0,30.0,17.428571428571427,8.960229588895249,122.0,16.714285714285715,7.467144150091253,234.0,16.166666666666668,6.843488389215942,485.0
2021-03-18,17,28783.77,2021,3,3,77,0,25.0,23.0,20.0,26.0,20.0,17.0,8.888194417315571,119.0,16.071428571428573,6.977593653030639,225.0,16.066666666666666,6.8073658550909055,482.0
2021-03-19,19,45226.86,2021,3,4,78,0,17.0,23.0,22.0,17.0,25.0,16.571428571428573,8.676734079462962,116.0,16.214285714285715,7.018421600206276,227.0,15.866666666666667,6.621455894357343,476.0
2021-03-20,10,22097.55,2021,3,5,79,1,19.0,25.0,5.0,10.0,19.0,17.285714285714285,7.718252948137177,121.0,16.214285714285715,7.018421600206276,227.0,15.566666666666666,6.678237085841794,467.0
2021-03-21,8,12774.22,2021,3,6,80,1,10.0,17.0,4.0,8.0,24.0,17.857142857142858,6.6440091167048205,125.0,16.214285714285715,7.018421600206276,227.0,15.033333333333333,6.620153833681605,451.0
2021-03-22,23,51224.52,2021,3,0,81,0,8.0,19.0,23.0,13.0,5.0,17.857142857142858,6.6440091167048205,125.0,16.928571428571427,7.173286830738349,237.0,15.633333333333333,6.493940588565324,469.0
2021-03-23,19,52050.76,2021,3,1,82,0,23.0,10.0,23.0,21.0,6.0,17.285714285714285,6.290582530372544,121.0,16.785714285714285,7.105561975594278,235.0,16.066666666666666,6.258419616161422,482.0
2021-03-24,15,24498.68,2021,3,2,83,0,19.0,8.0,25.0,17.0,20.0,15.857142857142858,5.304984179322019,111.0,16.642857142857142,7.121010546881073,233.0,15.9,6.216496407640477,477.0
2021-03-25,24,63993.94,2021,3,3,84,0,15.0,23.0,17.0,20.0,11.0,16.857142857142858,6.148944934663467,118.0,16.928571428571427,7.3428592807967314,237.0,16.333333333333332,6.3154617781492774,490.0
2021-03-26,14,27250.64,2021,3,4,85,0,24.0,19.0,19.0,22.0,20.0,16.142857142857142,6.148944934663471,113.0,16.357142857142858,7.228226113456399,229.0,16.133333333333333,6.290295389880676,484.0
2021-03-27,8,14850.3,2021,3,5,86,1,14.0,15.0,10.0,5.0,20.0,15.857142857142858,6.517376042257363,111.0,16.571428571428573,6.902778545509911,232.0,15.733333333333333,6.416215090842426,472.0
2021-03-28,11,24125.44,2021,3,6,87,1,8.0,24.0,8.0,4.0,20.0,16.285714285714285,5.9920582360956445,114.0,17.071428571428573,6.132690283219135,239.0,15.433333333333334,6.420244561532303,463.0
2021-03-29,21,40108.4,2021,3,0,88,0,11.0,14.0,23.0,23.0,8.0,16.0,5.656854249492359,112.0,16.928571428571427,6.005949431307997,237.0,15.866666666666667,6.339440491646442,476.0
2021-03-30,23,54572.63,2021,3,1,89,0,21.0,8.0,19.0,23.0,7.0,16.571428571428573,6.187545093630753,116.0,16.928571428571427,6.005949431307997,237.0,16.4,6.240026525142567,492.0
2021-03-31,15,28572.7,2021,3,2,90,0,23.0,11.0,15.0,25.0,16.0,16.571428571428573,6.187545093630753,116.0,16.214285714285715,5.549477749906162,227.0,16.366666666666667,6.244905970045722,491.0
2021-04-01,14,24985.789999999997,2021,4,3,91,0,15.0,21.0,24.0,17.0,15.0,15.142857142857142,5.273473599964604,106.0,16.0,5.574667979074928,224.0,16.333333333333332,6.255112851228925,490.0
2021-04-02,13,35913.01,2021,4,4,92,0,14.0,23.0,14.0,19.0,15.0,15.0,5.322906474223756,105.0,15.571428571428571,5.556898494585008,218.0,16.266666666666666,6.280420221682592,488.0
2021-04-03,3,8331.460000000001,2021,4,5,93,1,13.0,15.0,8.0,10.0,26.0,14.285714285714286,6.600865744084519,100.0,15.071428571428571,6.354456772936702,211.0,15.5,6.452746007281149,465.0
2021-04-04,4,10983.220000000001,2021,4,6,94,1,3.0,14.0,11.0,8.0,17.0,13.285714285714286,7.631388814501277,93.0,14.785714285714286,6.77300718836372,207.0,15.066666666666666,6.776904660802692,452.0
2021-04-05,12,19226.13,2021,4,0,95,0,4.0,13.0,21.0,23.0,10.0,12.0,6.831300510639737,84.0,14.0,6.373020054525551,196.0,15.133333333333333,6.735051561809304,454.0
2021-04-06,13,24205.85,2021,4,1,96,0,12.0,3.0,23.0,19.0,8.0,10.571428571428571,4.928053803045828,74.0,13.571428571428571,6.210590034081206,190.0,15.3,6.613205180441685,459.0
2021-04-07,18,47132.99,2021,4,2,97,0,13.0,4.0,15.0,15.0,13.0,11.0,5.477225575051674,77.0,13.785714285714286,6.314556704443045,193.0,15.466666666666667,6.616246114200878,464.0
2021-04-08,15,39708.21,2021,4,3,98,0,18.0,12.0,14.0,24.0,21.0,11.142857142857142,5.580578567035614,78.0,13.142857142857142,5.613954356466014,184.0,15.266666666666667,6.533380248482743,458.0
2021-04-09,12,31251.850000000002,2021,4,4,99,0,15.0,13.0,13.0,14.0,17.0,11.0,5.537749241945395,77.0,13.0,5.615911461059706,182.0,15.1,6.55138837615146,453.0
2021-04-10,4,8803.54,2021,4,5,100,1,12.0,18.0,3.0,8.0,20.0,11.142857142857142,5.304984179322052,78.0,12.714285714285714,5.9798195422806835,178.0,14.566666666666666,6.785803300772994,437.0
2021-04-11,4,8057.82,2021,4,6,101,1,4.0,15.0,4.0,11.0,22.0,11.142857142857142,5.304984179322052,78.0,12.214285714285714,6.4112709819813265,171.0,13.966666666666667,6.900691286377409,419.0
2021-04-12,15,51330.09,2021,4,0,102,0,4.0,12.0,12.0,21.0,5.0,11.571428571428571,5.503245795502357,81.0,11.785714285714286,5.963718141053805,165.0,14.3,6.6909614792824375,429.0
2021-04-13,11,20452.51,2021,4,1,103,0,15.0,4.0,13.0,23.0,4.0,11.285714285714286,5.468524655221188,79.0,10.928571428571429,5.014813221681523,153.0,14.533333333333333,6.436605087891544,436.0
2021-04-14,18,44659.6,2021,4,2,104,0,11.0,4.0,18.0,15.0,23.0,11.285714285714286,5.468524655221188,79.0,11.142857142857142,5.260259467966371,156.0,14.366666666666667,6.272453918596739,431.0
2021-04-15,14,25486.97,2021,4,3,105,0,18.0,15.0,15.0,14.0,23.0,11.142857142857142,5.367450401216943,78.0,11.142857142857142,5.260259467966371,156.0,14.066666666666666,6.056819088536853,422.0
2021-04-16,11,25411.49,2021,4,4,106,0,14.0,11.0,12.0,13.0,25.0,11.0,5.354126134736348,77.0,11.0,5.233031185136924,154.0,13.6,5.715073837276057,408.0
2021-04-17,8,12062.630000000001,2021,4,5,107,1,11.0,18.0,4.0,3.0,17.0,11.571428571428571,4.64962876142254,81.0,11.357142857142858,4.797549740907717,159.0,13.3,5.766430797116277,399.0
2021-04-18,6,6472.86,2021,4,6,108,1,8.0,14.0,4.0,4.0,19.0,11.857142857142858,4.140393356054134,83.0,11.5,4.586770273129201,161.0,12.866666666666667,5.811601555825913,386.0
2021-04-19,9,24396.6,2021,4,0,109,0,6.0,11.0,15.0,12.0,10.0,11.0,4.000000000000015,77.0,11.285714285714286,4.631473788174736,158.0,12.833333333333334,5.831444686047943,385.0
2021-04-20,12,32424.010000000002,2021,4,1,110,0,9.0,8.0,11.0,13.0,8.0,11.142857142857142,4.017817460121509,78.0,11.214285714285714,4.610666086179083,157.0,12.966666666666667,5.762442808951495,389.0
2021-04-21,16,30419.31,2021,4,2,111,0,12.0,6.0,18.0,18.0,23.0,10.857142857142858,3.4846602621858667,76.0,11.071428571428571,4.41090058333263,155.0,12.733333333333333,5.476805848197523,382.0
2021-04-22,11,22494.96,2021,4,3,112,0,16.0,9.0,14.0,15.0,19.0,10.428571428571429,3.207134902949117,73.0,10.785714285714286,4.263955755084573,151.0,12.466666666666667,5.354555478078091,374.0
2021-04-23,9,21623.17,2021,4,4,113,0,11.0,12.0,11.0,12.0,15.0,10.142857142857142,3.2366943748507753,71.0,10.571428571428571,4.273609278319256,148.0,12.266666666666667,5.368704546326527,368.0
2021-04-24,5,15026.87,2021,4,5,114,1,9.0,16.0,8.0,4.0,24.0,9.714285714285714,3.7289089429432445,68.0,10.642857142857142,4.162232072359251,149.0,11.633333333333333,5.0479311797410915,349.0
2021-04-25,4,6430.15,2021,4,6,115,1,5.0,11.0,6.0,4.0,14.0,9.428571428571429,4.117326918327129,66.0,10.642857142857142,4.162232072359251,149.0,11.3,5.213708720353452,339.0
2021-04-26,11,20844.54,2021,4,0,116,0,4.0,9.0,9.0,15.0,8.0,9.714285714285714,4.1518785191880845,68.0,10.357142857142858,3.973123995763843,145.0,11.4,5.176871642217912,342.0
2021-04-27,14,24524.41,2021,4,1,117,0,11.0,5.0,12.0,11.0,11.0,10.0,4.396968652757661,70.0,10.571428571428571,4.089654597307075,148.0,11.5,5.1978112104337075,345.0
2021-04-28,14,30115.84,2021,4,2,118,0,14.0,4.0,16.0,18.0,21.0,9.714285714285714,3.9880774697543306,68.0,10.285714285714286,3.6464644927248995,144.0,11.266666666666667,4.905544599337767,338.0
2021-04-29,17,41836.75,2021,4,3,119,0,14.0,11.0,11.0,14.0,23.0,10.571428571428571,4.859943170351662,74.0,10.5,3.9564941746256017,147.0,11.066666666666666,4.51765374971332,332.0
2021-04-30,7,11032.56,2021,4,4,120,0,17.0,14.0,9.0,11.0,15.0,10.285714285714286,5.023753102820181,72.0,10.214285714285714,4.060666323278872,143.0,10.8,4.513581038721186,324.0
2021-05-01,3,7073.32,2021,5,5,121,1,7.0,14.0,5.0,8.0,14.0,10.0,5.416025603090657,70.0,9.857142857142858,4.469678062010969,138.0,10.433333333333334,4.688087127980898,313.0
2021-05-02,8,22298.47,2021,5,6,122,1,3.0,17.0,4.0,6.0,13.0,10.571428571428571,4.859943170351662,74.0,10.0,4.3677137127933685,140.0,10.266666666666667,4.682567328038023,308.0
